t,close
2000-05-26,32.590641021728516
2000-05-30,33.7935791015625
2000-05-31,33.91608810424805
2000-06-01,34.684627532958984
2000-06-02,36.489044189453125
2000-06-05,36.35540008544922
2000-06-06,36.71180725097656
2000-06-07,36.75636291503906
2000-06-08,36.66725540161133
2000-06-09,37.31325912475586
2000-06-12,36.205013275146484
2000-06-13,36.66725540161133
2000-06-14,36.489044189453125
2000-06-15,36.53358840942383
2000-06-16,36.333099365234375
2000-06-19,37.24644088745117
2000-06-20,37.491493225097656
2000-06-21,37.69119644165039
2000-06-22,36.55445861816406
2000-06-23,36.309261322021484
2000-06-26,36.75505828857422
2000-06-27,36.17551803588867
2000-06-28,37.08938980102539
2000-06-29,36.50986862182617
2000-06-30,36.86091613769531
2000-07-03,37.379154205322266
2000-07-05,36.95565414428711
2000-07-06,37.390296936035156
2000-07-07,37.62431335449219
2000-07-10,37.86949920654297
2000-07-11,37.824920654296875
2000-07-12,38.58277893066406
2000-07-13,38.70535659790039
2000-07-14,38.7387809753418
2000-07-17,38.87253952026367
2000-07-18,38.203861236572266
2000-07-19,37.53517150878906
2000-07-20,38.15928268432617
2000-07-21,37.1116828918457
2000-07-24,36.57115173339844
2000-07-25,36.64360046386719
2000-07-26,36.57672119140625
2000-07-27,35.573726654052734
2000-07-28,34.94961929321289
2000-07-31,35.84119415283203
2000-08-01,35.60713195800781
2000-08-02,35.662864685058594
2000-08-03,35.64057540893555
2000-08-04,35.81890106201172
2000-08-07,36.48200988769531
2000-08-08,36.309261322021484
2000-08-09,36.04736328125
2000-08-10,35.84119415283203
2000-08-11,36.46528244018555
2000-08-14,36.844207763671875
2000-08-15,36.309261322021484
2000-08-16,36.487571716308594
2000-08-17,36.82191467285156
2000-08-18,36.766197204589844
2000-08-21,36.899932861328125
2000-08-22,36.844207763671875
2000-08-23,36.788475036621094
2000-08-24,37.33456802368164
2000-08-25,37.4905891418457
2000-08-28,37.557456970214844
2000-08-29,37.914093017578125
2000-08-30,37.958656311035156
2000-08-31,38.337581634521484
2000-09-01,38.649627685546875
2000-09-05,38.382171630859375
2000-09-06,38.214996337890625
2000-09-07,38.78337860107422
2000-09-08,38.114707946777344
2000-09-11,38.15928268432617
2000-09-12,38.03667449951172
2000-09-13,38.22612762451172
2000-09-14,38.44905090332031
2000-09-15,37.73578643798828
2000-09-18,36.844207763671875
2000-09-19,37.446014404296875
2000-09-20,37.148475646972656
2000-09-21,36.45515441894531
2000-09-22,36.924827575683594
2000-09-25,36.96955490112305
2000-09-26,36.44396209716797
2000-09-27,36.27622604370117
2000-09-28,37.26028823852539
2000-09-29,37.08136749267578
2000-10-02,36.477508544921875
2000-10-03,35.94635009765625
2000-10-04,36.19795227050781
2000-10-05,35.82892608642578
2000-10-06,34.95668029785156
2000-10-09,34.878414154052734
2000-10-10,34.03972625732422
2000-10-11,33.92789077758789
2000-10-12,32.89909362792969
2000-10-13,34.17389678955078
2000-10-16,34.442298889160156
2000-10-17,33.57563781738281
2000-10-18,33.30168533325195
2000-10-19,34.33046340942383
2000-10-20,34.766571044921875
2000-10-23,35.11323547363281
2000-10-24,34.59884262084961
2000-10-25,33.8272590637207
2000-10-26,34.35282516479492
2000-10-27,34.37519836425781
2000-10-30,34.531742095947266
2000-10-31,35.42634963989258
2000-11-01,35.4487190246582
2000-11-02,36.2985954284668
2000-11-03,36.25385665893555
2000-11-06,35.97429656982422
2000-11-07,36.27622604370117
2000-11-08,35.62763595581055
2000-11-09,35.24745178222656
2000-11-10,34.35282516479492
2000-11-13,34.006168365478516
2000-11-14,34.822505950927734
2000-11-15,35.2697868347168
2000-11-16,34.246585845947266
2000-11-17,34.46465301513672
2000-11-20,33.57004928588867
2000-11-21,33.37434768676758
2000-11-22,32.675453186035156
2000-11-24,33.5924072265625
2000-11-27,33.68745422363281
2000-11-28,32.675453186035156
2000-11-29,32.585975646972656
2000-11-30,31.892667770385742
2000-12-01,32.60835647583008
2000-12-04,32.25050735473633
2000-12-05,33.8160514831543
2000-12-06,33.033287048339844
2000-12-07,32.94382858276367
2000-12-08,33.391136169433594
2000-12-11,34.91196060180664
2000-12-12,34.151554107666016
2000-12-13,33.51559829711914
2000-12-14,32.98198318481445
2000-12-15,32.80225372314453
2000-12-18,33.29652786254883
2000-12-19,32.712364196777344
2000-12-20,31.678876876831055
2000-12-21,31.92601776123047
2000-12-22,33.25160598754883
2000-12-26,33.44255447387695
2000-12-27,34.33000564575195
2000-12-28,35.430931091308594
2000-12-29,34.41990280151367
2001-01-02,33.217899322509766
2001-01-03,34.594024658203125
2001-01-04,34.15028381347656
2001-01-05,33.09434127807617
2001-01-08,33.206668853759766
2001-01-09,33.15609359741211
2001-01-10,34.217674255371094
2001-01-11,34.68388366699219
2001-01-12,34.77937698364258
2001-01-16,35.475852966308594
2001-01-17,35.453407287597656
2001-01-18,35.58818435668945
2001-01-19,34.95911407470703
2001-01-22,35.20624923706055
2001-01-23,36.08247375488281
2001-01-24,35.94765853881836
2001-01-25,35.812862396240234
2001-01-26,35.812862396240234
2001-01-29,36.540809631347656
2001-01-30,36.77806091308594
2001-01-31,36.27118682861328
2001-02-01,36.53721237182617
2001-02-02,35.72119140625
2001-02-05,35.79308319091797
2001-02-06,36.361061096191406
2001-02-07,36.450931549072266
2001-02-08,35.90452575683594
2001-02-09,35.444419860839844
2001-02-12,36.23524475097656
2001-02-13,35.89375305175781
2001-02-14,36.27118682861328
2001-02-15,36.450931549072266
2001-02-16,35.663692474365234
2001-02-20,35.250274658203125
2001-02-21,34.635581970214844
2001-02-22,34.15028381347656
2001-02-23,34.22217559814453
2001-02-26,34.97707748413086
2001-02-27,34.347991943359375
2001-02-28,33.8447380065918
2001-03-01,34.07838821411133
2001-03-02,34.168277740478516
2001-03-05,34.04245376586914
2001-03-06,34.54573059082031
2001-03-07,34.72544860839844
2001-03-08,34.4378776550293
2001-03-09,33.826942443847656
2001-03-12,32.86881637573242
2001-03-13,33.21100997924805
2001-03-14,32.41855239868164
2001-03-15,32.29247283935547
2001-03-16,31.698144912719727
2001-03-19,32.526615142822266
2001-03-20,31.77016830444336
2001-03-21,31.283903121948242
2001-03-22,30.97772216796875
2001-03-23,31.788185119628906
2001-03-26,32.220436096191406
2001-03-27,32.47978210449219
2001-03-28,31.608102798461914
2001-03-29,31.662124633789062
2001-03-30,32.27447509765625
2001-04-02,31.51803970336914
2001-04-03,30.4482364654541
2001-04-04,30.54549217224121
2001-04-05,32.02232360839844
2001-04-06,31.12179946899414
2001-04-09,31.806211471557617
2001-04-10,32.56264877319336
2001-04-11,32.34648895263672
2001-04-12,32.742740631103516
2001-04-16,32.15201187133789
2001-04-17,32.67070388793945
2001-04-18,33.625267028808594
2001-04-19,33.999847412109375
2001-04-20,33.6036376953125
2001-04-23,32.994869232177734
2001-04-24,33.247032165527344
2001-04-25,33.967437744140625
2001-04-26,34.45371627807617
2001-04-27,34.90397262573242
2001-04-30,34.939998626708984
2001-05-01,35.37223815917969
2001-05-02,35.28218078613281
2001-05-03,34.846336364746094
2001-05-04,35.336219787597656
2001-05-07,35.120086669921875
2001-05-08,35.300201416015625
2001-05-09,35.08407211303711
2001-05-10,35.120086669921875
2001-05-11,34.91117477416992
2001-05-14,34.90397262573242
2001-05-15,35.24617004394531
2001-05-16,35.92335510253906
2001-05-17,36.294376373291016
2001-05-18,36.43484878540039
2001-05-21,37.06521224975586
2001-05-22,37.245323181152344
2001-05-23,36.380802154541016
2001-05-24,36.759037017822266
2001-05-25,36.4888916015625
2001-05-29,36.02061462402344
2001-05-30,35.552337646484375
2001-05-31,35.6964225769043
2001-06-01,36.11787414550781
2001-06-04,36.58973693847656
2001-06-05,37.10124588012695
2001-06-06,36.86711502075195
2001-06-07,37.02197265625
2001-06-08,36.80670928955078
2001-06-11,36.31908416748047
2001-06-12,36.409366607666016
2001-06-13,36.35880661010742
2001-06-14,35.45219421386719
2001-06-15,35.66890335083008
2001-06-18,35.39802169799805
2001-06-19,35.28965377807617
2001-06-20,35.70502853393555
2001-06-21,35.75560760498047
2001-06-22,35.10906219482422
2001-06-25,34.86343765258789
2001-06-26,35.39802169799805
2001-06-27,35.74116134643555
2001-06-28,36.19268035888672
2001-06-29,36.80670928955078
2001-07-02,35.97595977783203
2001-07-03,35.75921630859375
2001-07-05,35.28965377807617
2001-07-06,34.63947677612305
2001-07-09,34.964569091796875
2001-07-10,34.31439971923828
2001-07-11,34.31439971923828
2001-07-12,35.15602111816406
2001-07-13,35.32575988769531
2001-07-16,34.72978973388672
2001-07-17,35.41607666015625
2001-07-18,34.747840881347656
2001-07-19,35.03681182861328
2001-07-20,35.03681182861328
2001-07-23,34.783966064453125
2001-07-24,34.20604705810547
2001-07-25,34.40470886230469
2001-07-26,34.910400390625
2001-07-27,34.856204986572266
2001-07-30,34.802024841308594
2001-07-31,34.75868225097656
2001-08-01,35.28965377807617
2001-08-02,35.181297302246094
